locusId	sysName	desc	comb	setAS2 HCO	setAS3 LCO
HNEAP_RS03180	HNEAP_RS03180	NAD-dependent dehydratase	HNEAP_RS03180 NAD-dependent dehydratase	493	522
HNEAP_RS03185	HNEAP_RS03185	aminotransferase DegT	HNEAP_RS03185 aminotransferase DegT	289	350
HNEAP_RS03190	HNEAP_RS03190	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	HNEAP_RS03190 UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	20	19
HNEAP_RS03195	HNEAP_RS03195	N-acetylneuraminate synthase	HNEAP_RS03195 N-acetylneuraminate synthase	232	270
HNEAP_RS03200	HNEAP_RS03200	sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family	HNEAP_RS03200 sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family	61	62
HNEAP_RS03205	HNEAP_RS03205	alcohol dehydrogenase	HNEAP_RS03205 alcohol dehydrogenase	397	420
HNEAP_RS03210	HNEAP_RS03210	acylneuraminate cytidylyltransferase family protein	HNEAP_RS03210 acylneuraminate cytidylyltransferase family protein	255	279
HNEAP_RS03220	HNEAP_RS03220	DUF4124 domain-containing protein	HNEAP_RS03220 DUF4124 domain-containing protein	226	210
HNEAP_RS03230	HNEAP_RS03230	DUF302 domain-containing protein	HNEAP_RS03230 DUF302 domain-containing protein	154	193
HNEAP_RS03235	HNEAP_RS03235	amino acid-binding ACT domain-containing protein	HNEAP_RS03235 amino acid-binding ACT domain-containing protein	476	518
HNEAP_RS03240	HNEAP_RS03240	peroxiredoxin	HNEAP_RS03240 peroxiredoxin	162	160
HNEAP_RS03245	HNEAP_RS03245	phosphate starvation protein PhoH	HNEAP_RS03245 phosphate starvation protein PhoH	200	231
HNEAP_RS03255	HNEAP_RS03255	hypothetical protein	HNEAP_RS03255 hypothetical protein	100	116
HNEAP_RS03260	HNEAP_RS03260	alpha/beta hydrolase	HNEAP_RS03260 alpha/beta hydrolase	278	274
HNEAP_RS03265	HNEAP_RS03265	ribonuclease T	HNEAP_RS03265 ribonuclease T	472	523
HNEAP_RS03275	HNEAP_RS03275	TIGR00341 family protein	HNEAP_RS03275 TIGR00341 family protein	771	858
HNEAP_RS03280	HNEAP_RS03280	ATP-dependent DNA helicase	HNEAP_RS03280 ATP-dependent DNA helicase	1235	1312
HNEAP_RS03290	HNEAP_RS03290	penicillin-binding protein 1B	HNEAP_RS03290 penicillin-binding protein 1B	529	515
HNEAP_RS03300	HNEAP_RS03300	glycine zipper 2TM domain-containing protein	HNEAP_RS03300 glycine zipper 2TM domain-containing protein	130	124
HNEAP_RS03305	HNEAP_RS03305	DNA mismatch repair protein MutS	HNEAP_RS03305 DNA mismatch repair protein MutS	1334	1452
HNEAP_RS03310	HNEAP_RS03310	septum site-determining protein MinC	HNEAP_RS03310 septum site-determining protein MinC	98	62
HNEAP_RS03315	HNEAP_RS03315	cell division protein ZapD	HNEAP_RS03315 cell division protein ZapD	414	375
HNEAP_RS03320	HNEAP_RS03320	methionine synthase	HNEAP_RS03320 methionine synthase	2554	2661
HNEAP_RS03325	HNEAP_RS03325	DUF2062 domain-containing protein	HNEAP_RS03325 DUF2062 domain-containing protein	336	337
HNEAP_RS03330	HNEAP_RS03330	MFS transporter	HNEAP_RS03330 MFS transporter	84	122
HNEAP_RS03335	HNEAP_RS03335	HlyD family secretion protein	HNEAP_RS03335 HlyD family secretion protein	109	96
HNEAP_RS03375	HNEAP_RS03375	GGDEF domain-containing protein	HNEAP_RS03375 GGDEF domain-containing protein	81	94
HNEAP_RS03380	HNEAP_RS03380	hypothetical protein	HNEAP_RS03380 hypothetical protein	1220	1235
HNEAP_RS03390	HNEAP_RS03390	hypothetical protein	HNEAP_RS03390 hypothetical protein	256	248
HNEAP_RS03395	HNEAP_RS03395	pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	HNEAP_RS03395 pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	116	131
HNEAP_RS03400	HNEAP_RS03400	cytochrome c assembly protein	HNEAP_RS03400 cytochrome c assembly protein	116	123
HNEAP_RS03405	HNEAP_RS03405	dimethylmenaquinone methyltransferase	HNEAP_RS03405 dimethylmenaquinone methyltransferase	780	843
HNEAP_RS03410	HNEAP_RS03410	SIS domain-containing protein	HNEAP_RS03410 SIS domain-containing protein	337	331
HNEAP_RS03415	HNEAP_RS03415	YraN family protein	HNEAP_RS03415 YraN family protein	410	426
HNEAP_RS03420	HNEAP_RS03420	hypothetical protein	HNEAP_RS03420 hypothetical protein	1318	1234
HNEAP_RS03425	HNEAP_RS03425	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	HNEAP_RS03425 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1004	1056
HNEAP_RS03435	HNEAP_RS03435	outer membrane protein assembly factor BamC	HNEAP_RS03435 outer membrane protein assembly factor BamC	300	297
HNEAP_RS03445	HNEAP_RS03445	diguanylate cyclase	HNEAP_RS03445 diguanylate cyclase	848	871
HNEAP_RS03450	HNEAP_RS03450	hypothetical protein	HNEAP_RS03450 hypothetical protein	572	542
HNEAP_RS03460	HNEAP_RS03460	signal transduction histidine kinase	HNEAP_RS03460 signal transduction histidine kinase	2021	2199
HNEAP_RS03465	HNEAP_RS03465	hypothetical protein	HNEAP_RS03465 hypothetical protein	202	197
HNEAP_RS03470	HNEAP_RS03470	hypothetical protein	HNEAP_RS03470 hypothetical protein	179	176
HNEAP_RS03475	HNEAP_RS03475	hypothetical protein	HNEAP_RS03475 hypothetical protein	100	95
HNEAP_RS03485	HNEAP_RS03485	DUF924 domain-containing protein	HNEAP_RS03485 DUF924 domain-containing protein	87	123
HNEAP_RS03490	HNEAP_RS03490	diguanylate cyclase	HNEAP_RS03490 diguanylate cyclase	186	207
HNEAP_RS03495	HNEAP_RS03495	NAD(P)/FAD-dependent oxidoreductase	HNEAP_RS03495 NAD(P)/FAD-dependent oxidoreductase	948	973
HNEAP_RS03500	HNEAP_RS03500	hypothetical protein	HNEAP_RS03500 hypothetical protein	338	364
HNEAP_RS03505	HNEAP_RS03505	DUF883 domain-containing protein	HNEAP_RS03505 DUF883 domain-containing protein	126	136
HNEAP_RS03525	HNEAP_RS03525	EVE domain-containing protein	HNEAP_RS03525 EVE domain-containing protein	184	178
HNEAP_RS03530	HNEAP_RS03530	5-formyltetrahydrofolate cyclo-ligase	HNEAP_RS03530 5-formyltetrahydrofolate cyclo-ligase	199	206
HNEAP_RS03535	HNEAP_RS03535	S-adenosylmethionine-dependent methyltransferase	HNEAP_RS03535 S-adenosylmethionine-dependent methyltransferase	349	393
HNEAP_RS03545	HNEAP_RS03545	RNA polymerase sigma factor RpoE	HNEAP_RS03545 RNA polymerase sigma factor RpoE	45	76
HNEAP_RS03550	HNEAP_RS03550	hypothetical protein	HNEAP_RS03550 hypothetical protein	191	197
HNEAP_RS03555	HNEAP_RS03555	hypothetical protein	HNEAP_RS03555 hypothetical protein	47	54
HNEAP_RS03560	HNEAP_RS03560	hypothetical protein	HNEAP_RS03560 hypothetical protein	521	628
HNEAP_RS03575	HNEAP_RS03575	hypothetical protein	HNEAP_RS03575 hypothetical protein	419	419
HNEAP_RS03580	HNEAP_RS03580	flagellar motor switch protein FliM	HNEAP_RS03580 flagellar motor switch protein FliM	684	727
HNEAP_RS03585	HNEAP_RS03585	flagellar motor switch protein FliN	HNEAP_RS03585 flagellar motor switch protein FliN	321	301
HNEAP_RS03595	HNEAP_RS03595	flagellar biosynthetic protein FliP	HNEAP_RS03595 flagellar biosynthetic protein FliP	555	517
HNEAP_RS03600	HNEAP_RS03600	flagellar biosynthetic protein FliQ	HNEAP_RS03600 flagellar biosynthetic protein FliQ	75	83
HNEAP_RS03605	HNEAP_RS03605	flagellar biosynthetic protein FliR	HNEAP_RS03605 flagellar biosynthetic protein FliR	324	310
HNEAP_RS03610	HNEAP_RS03610	flagellar biosynthesis protein FlhB	HNEAP_RS03610 flagellar biosynthesis protein FlhB	577	618
HNEAP_RS03620	HNEAP_RS03620	flagellar biosynthesis protein FlhF	HNEAP_RS03620 flagellar biosynthesis protein FlhF	596	684
HNEAP_RS03625	HNEAP_RS03625	MinD/ParA family protein	HNEAP_RS03625 MinD/ParA family protein	7	4
HNEAP_RS03630	HNEAP_RS03630	RNA polymerase sigma factor FliA	HNEAP_RS03630 RNA polymerase sigma factor FliA	853	884
HNEAP_RS03635	HNEAP_RS03635	chemotaxis protein CheY	HNEAP_RS03635 chemotaxis protein CheY	162	185
HNEAP_RS03640	HNEAP_RS03640	hypothetical protein	HNEAP_RS03640 hypothetical protein	198	185
HNEAP_RS03645	HNEAP_RS03645	chemotaxis protein CheA	HNEAP_RS03645 chemotaxis protein CheA	1007	1070
HNEAP_RS03650	HNEAP_RS03650	chemotaxis response regulator protein-glutamate methylesterase	HNEAP_RS03650 chemotaxis response regulator protein-glutamate methylesterase	583	541
HNEAP_RS03655	HNEAP_RS03655	ParA family protein	HNEAP_RS03655 ParA family protein	338	330
HNEAP_RS03660	HNEAP_RS03660	hypothetical protein	HNEAP_RS03660 hypothetical protein	1133	1204
HNEAP_RS03665	HNEAP_RS03665	hypothetical protein	HNEAP_RS03665 hypothetical protein	44	59
HNEAP_RS03670	HNEAP_RS03670	DUF2802 domain-containing protein	HNEAP_RS03670 DUF2802 domain-containing protein	122	112
HNEAP_RS03675	HNEAP_RS03675	DUF3488 domain-containing protein	HNEAP_RS03675 DUF3488 domain-containing protein	1039	1030
HNEAP_RS03680	HNEAP_RS03680	DUF58 domain-containing protein	HNEAP_RS03680 DUF58 domain-containing protein	1114	1200
HNEAP_RS03685	HNEAP_RS03685	AI-2E family transporter	HNEAP_RS03685 AI-2E family transporter	120	125
HNEAP_RS03695	HNEAP_RS03695	hypothetical protein	HNEAP_RS03695 hypothetical protein	306	338
HNEAP_RS03700	HNEAP_RS03700	hypothetical protein	HNEAP_RS03700 hypothetical protein	69	71
HNEAP_RS03705	HNEAP_RS03705	phosphatase	HNEAP_RS03705 phosphatase	297	312
HNEAP_RS03710	HNEAP_RS03710	hypothetical protein	HNEAP_RS03710 hypothetical protein	181	161
HNEAP_RS03715	HNEAP_RS03715	peptidyl-prolyl cis-trans isomerase	HNEAP_RS03715 peptidyl-prolyl cis-trans isomerase	439	456
HNEAP_RS03725	HNEAP_RS03725	DUF2069 domain-containing protein	HNEAP_RS03725 DUF2069 domain-containing protein	417	434
HNEAP_RS03730	HNEAP_RS03730	NAD(P)H:quinone oxidoreductase	HNEAP_RS03730 NAD(P)H:quinone oxidoreductase	7	15
HNEAP_RS03735	HNEAP_RS03735	TlpA family protein disulfide reductase	HNEAP_RS03735 TlpA family protein disulfide reductase	327	318
HNEAP_RS03740	HNEAP_RS03740	hypothetical protein	HNEAP_RS03740 hypothetical protein	420	423
HNEAP_RS03745	HNEAP_RS03745	TolC family protein	HNEAP_RS03745 TolC family protein	494	538
HNEAP_RS03750	HNEAP_RS03750	hypothetical protein	HNEAP_RS03750 hypothetical protein	687	641
HNEAP_RS03755	HNEAP_RS03755	N-acetylglutaminylglutamine amidotransferase	HNEAP_RS03755 N-acetylglutaminylglutamine amidotransferase	334	311
HNEAP_RS03760	HNEAP_RS03760	FAD-dependent oxidoreductase	HNEAP_RS03760 FAD-dependent oxidoreductase	610	586
HNEAP_RS03770	HNEAP_RS03770	PTS mannose transporter subunit IIA	HNEAP_RS03770 PTS mannose transporter subunit IIA	87	100
HNEAP_RS03775	HNEAP_RS03775	RNase adapter RapZ	HNEAP_RS03775 RNase adapter RapZ	319	305
HNEAP_RS03790	HNEAP_RS03790	ribosomal subunit interface protein	HNEAP_RS03790 ribosomal subunit interface protein	39	70
HNEAP_RS03825	HNEAP_RS03825	hypothetical protein	HNEAP_RS03825 hypothetical protein	525	506
HNEAP_RS03835	HNEAP_RS03835	ABC transporter ATP-binding protein	HNEAP_RS03835 ABC transporter ATP-binding protein	73	97
HNEAP_RS03840	HNEAP_RS03840	ABC transporter permease	HNEAP_RS03840 ABC transporter permease	95	100
HNEAP_RS03845	HNEAP_RS03845	outer membrane lipid asymmetry maintenance protein MlaD	HNEAP_RS03845 outer membrane lipid asymmetry maintenance protein MlaD	145	160
HNEAP_RS03850	HNEAP_RS03850	TolC family protein	HNEAP_RS03850 TolC family protein	133	151
HNEAP_RS03855	HNEAP_RS03855	toluene tolerance family protein	HNEAP_RS03855 toluene tolerance family protein	119	129
HNEAP_RS03860	HNEAP_RS03860	STAS domain-containing protein	HNEAP_RS03860 STAS domain-containing protein	67	76
HNEAP_RS03900	HNEAP_RS03900	recombination protein RecR	HNEAP_RS03900 recombination protein RecR	237	247
HNEAP_RS03910	HNEAP_RS03910	DUF1631 domain-containing protein	HNEAP_RS03910 DUF1631 domain-containing protein	1211	1371
HNEAP_RS03915	HNEAP_RS03915	glycogen synthase GlgA	HNEAP_RS03915 glycogen synthase GlgA	88	97
HNEAP_RS03920	HNEAP_RS03920	1 4-alpha-glucan-branching protein	HNEAP_RS03920 1 4-alpha-glucan-branching protein	320	346
HNEAP_RS03925	HNEAP_RS03925	glucose-1-phosphate adenylyltransferase	HNEAP_RS03925 glucose-1-phosphate adenylyltransferase	1211	1335
HNEAP_RS03930	HNEAP_RS03930	glycoside hydrolase	HNEAP_RS03930 glycoside hydrolase	1330	1340
HNEAP_RS03935	HNEAP_RS03935	4-alpha-glucanotransferase	HNEAP_RS03935 4-alpha-glucanotransferase	900	1012
HNEAP_RS03950	HNEAP_RS03950	multidrug ABC transporter substrate-binding protein	HNEAP_RS03950 multidrug ABC transporter substrate-binding protein	1116	1109
HNEAP_RS03955	HNEAP_RS03955	ABC transporter ATP-binding protein	HNEAP_RS03955 ABC transporter ATP-binding protein	375	389
HNEAP_RS03960	HNEAP_RS03960	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03960 efflux RND transporter periplasmic adaptor subunit	758	859
HNEAP_RS03965	HNEAP_RS03965	RND transporter	HNEAP_RS03965 RND transporter	1263	1282
HNEAP_RS03975	HNEAP_RS03975	two-component sensor histidine kinase	HNEAP_RS03975 two-component sensor histidine kinase	888	934
HNEAP_RS03980	HNEAP_RS03980	DNA-binding response regulator	HNEAP_RS03980 DNA-binding response regulator	807	881
HNEAP_RS03985	HNEAP_RS03985	TolC family protein	HNEAP_RS03985 TolC family protein	1009	1104
HNEAP_RS03990	HNEAP_RS03990	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03990 efflux RND transporter periplasmic adaptor subunit	520	531
HNEAP_RS03995	HNEAP_RS03995	AcrB/AcrD/AcrF family protein	HNEAP_RS03995 AcrB/AcrD/AcrF family protein	1106	1142
HNEAP_RS04000	HNEAP_RS04000	hypothetical protein	HNEAP_RS04000 hypothetical protein	380	334
HNEAP_RS04005	HNEAP_RS04005	ABC transporter substrate-binding protein	HNEAP_RS04005 ABC transporter substrate-binding protein	703	697
HNEAP_RS04010	HNEAP_RS04010	nitrate ABC transporter permease	HNEAP_RS04010 nitrate ABC transporter permease	652	667
HNEAP_RS04015	HNEAP_RS04015	ABC transporter ATP-binding protein	HNEAP_RS04015 ABC transporter ATP-binding protein	551	550
HNEAP_RS04020	HNEAP_RS04020	creatininase	HNEAP_RS04020 creatininase	561	604
HNEAP_RS04025	HNEAP_RS04025	type III glutamate--ammonia ligase	HNEAP_RS04025 type III glutamate--ammonia ligase	1180	1203
HNEAP_RS04030	HNEAP_RS04030	nickel-responsive transcriptional regulator NikR	HNEAP_RS04030 nickel-responsive transcriptional regulator NikR	224	238
HNEAP_RS04035	HNEAP_RS04035	urea carboxylase	HNEAP_RS04035 urea carboxylase	426	488
HNEAP_RS04040	HNEAP_RS04040	urea carboxylase	HNEAP_RS04040 urea carboxylase	345	366
HNEAP_RS04045	HNEAP_RS04045	urea carboxylase	HNEAP_RS04045 urea carboxylase	1928	1980
HNEAP_RS04060	HNEAP_RS04060	P-II family nitrogen regulator	HNEAP_RS04060 P-II family nitrogen regulator	42	64
HNEAP_RS04065	HNEAP_RS04065	glycine oxidase ThiO	HNEAP_RS04065 glycine oxidase ThiO	4	6
HNEAP_RS04075	HNEAP_RS04075	VIT family protein	HNEAP_RS04075 VIT family protein	327	364
HNEAP_RS04080	HNEAP_RS04080	hypothetical protein	HNEAP_RS04080 hypothetical protein	375	415
HNEAP_RS04085	HNEAP_RS04085	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	HNEAP_RS04085 bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	614	620
HNEAP_RS04090	HNEAP_RS04090	hypothetical protein	HNEAP_RS04090 hypothetical protein	236	264
HNEAP_RS04095	HNEAP_RS04095	DUF3365 domain-containing protein	HNEAP_RS04095 DUF3365 domain-containing protein	243	258
HNEAP_RS04100	HNEAP_RS04100	molybdenum ABC transporter ATP-binding protein	HNEAP_RS04100 molybdenum ABC transporter ATP-binding protein	87	117
HNEAP_RS04110	HNEAP_RS04110	molybdate ABC transporter substrate-binding protein	HNEAP_RS04110 molybdate ABC transporter substrate-binding protein	17	34
HNEAP_RS04115	HNEAP_RS04115	ModE family transcriptional regulator	HNEAP_RS04115 ModE family transcriptional regulator	593	647
HNEAP_RS04120	HNEAP_RS04120	hypothetical protein	HNEAP_RS04120 hypothetical protein	424	483
HNEAP_RS04125	HNEAP_RS04125	deoxyribodipyrimidine photo-lyase	HNEAP_RS04125 deoxyribodipyrimidine photo-lyase	771	839
HNEAP_RS04130	HNEAP_RS04130	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS04130 efflux RND transporter periplasmic adaptor subunit	956	1022
HNEAP_RS04135	HNEAP_RS04135	AcrB/AcrD/AcrF family protein	HNEAP_RS04135 AcrB/AcrD/AcrF family protein	2156	2199
HNEAP_RS04150	HNEAP_RS04150	CRISPR-associated endonuclease Cas2	HNEAP_RS04150 CRISPR-associated endonuclease Cas2	35	39
HNEAP_RS04155	HNEAP_RS04155	type I-C CRISPR-associated endonuclease Cas1	HNEAP_RS04155 type I-C CRISPR-associated endonuclease Cas1	631	663
HNEAP_RS04165	HNEAP_RS04165	type II toxin-antitoxin system PemK/MazF family toxin	HNEAP_RS04165 type II toxin-antitoxin system PemK/MazF family toxin	55	60
HNEAP_RS04170	HNEAP_RS04170	CRISPR-associated protein Cas4	HNEAP_RS04170 CRISPR-associated protein Cas4	491	490
HNEAP_RS04175	HNEAP_RS04175	type I-C CRISPR-associated protein Cas7/Csd2	HNEAP_RS04175 type I-C CRISPR-associated protein Cas7/Csd2	398	449
HNEAP_RS04180	HNEAP_RS04180	type I-C CRISPR-associated protein Cas8c/Csd1	HNEAP_RS04180 type I-C CRISPR-associated protein Cas8c/Csd1	1220	1218
HNEAP_RS04185	HNEAP_RS04185	type I-C CRISPR-associated protein Cas5	HNEAP_RS04185 type I-C CRISPR-associated protein Cas5	226	221
HNEAP_RS04190	HNEAP_RS04190	CRISPR-associated helicase/endonuclease Cas3	HNEAP_RS04190 CRISPR-associated helicase/endonuclease Cas3	1619	1724
HNEAP_RS04200	HNEAP_RS04200	hypothetical protein	HNEAP_RS04200 hypothetical protein	102	122
HNEAP_RS04205	HNEAP_RS04205	gamma-glutamyltransferase family protein	HNEAP_RS04205 gamma-glutamyltransferase family protein	1472	1497
HNEAP_RS04210	HNEAP_RS04210	C4-dicarboxylate ABC transporter	HNEAP_RS04210 C4-dicarboxylate ABC transporter	972	1010
HNEAP_RS04215	HNEAP_RS04215	C4-dicarboxylate ABC transporter permease	HNEAP_RS04215 C4-dicarboxylate ABC transporter permease	1004	1041
HNEAP_RS04220	HNEAP_RS04220	C4-dicarboxylate ABC transporter	HNEAP_RS04220 C4-dicarboxylate ABC transporter	708	757
HNEAP_RS04225	HNEAP_RS04225	Lrp/AsnC family transcriptional regulator	HNEAP_RS04225 Lrp/AsnC family transcriptional regulator	365	372
HNEAP_RS04230	HNEAP_RS04230	GntR family transcriptional regulator	HNEAP_RS04230 GntR family transcriptional regulator	191	192
HNEAP_RS04235	HNEAP_RS04235	hypothetical protein	HNEAP_RS04235 hypothetical protein	585	510
HNEAP_RS04240	HNEAP_RS04240	allantoinase PuuE	HNEAP_RS04240 allantoinase PuuE	708	740
HNEAP_RS04245	HNEAP_RS04245	OHCU decarboxylase	HNEAP_RS04245 OHCU decarboxylase	175	173
HNEAP_RS04250	HNEAP_RS04250	ABC transporter ATP-binding protein	HNEAP_RS04250 ABC transporter ATP-binding protein	934	1018
HNEAP_RS04255	HNEAP_RS04255	ABC transporter permease	HNEAP_RS04255 ABC transporter permease	611	594
HNEAP_RS04260	HNEAP_RS04260	ABC transporter permease	HNEAP_RS04260 ABC transporter permease	597	611
HNEAP_RS04265	HNEAP_RS04265	8-oxoguanine deaminase	HNEAP_RS04265 8-oxoguanine deaminase	864	904
HNEAP_RS04270	HNEAP_RS04270	nucleoside deaminase	HNEAP_RS04270 nucleoside deaminase	259	273
HNEAP_RS04275	HNEAP_RS04275	uracil phosphoribosyltransferase	HNEAP_RS04275 uracil phosphoribosyltransferase	512	496
HNEAP_RS04280	HNEAP_RS04280	cytosine deaminase	HNEAP_RS04280 cytosine deaminase	797	825
HNEAP_RS04285	HNEAP_RS04285	DUF3225 domain-containing protein	HNEAP_RS04285 DUF3225 domain-containing protein	329	342
HNEAP_RS04290	HNEAP_RS04290	AtzE family amidohydrolase	HNEAP_RS04290 AtzE family amidohydrolase	1178	1177
HNEAP_RS04300	HNEAP_RS04300	cysteine hydrolase	HNEAP_RS04300 cysteine hydrolase	140	130
HNEAP_RS04305	HNEAP_RS04305	ABC transporter ATP-binding protein	HNEAP_RS04305 ABC transporter ATP-binding protein	1745	1779
HNEAP_RS04310	HNEAP_RS04310	cysteine hydrolase	HNEAP_RS04310 cysteine hydrolase	471	504
HNEAP_RS04315	HNEAP_RS04315	ABC transporter permease	HNEAP_RS04315 ABC transporter permease	633	601
HNEAP_RS04320	HNEAP_RS04320	ABC transporter permease	HNEAP_RS04320 ABC transporter permease	654	607
HNEAP_RS04325	HNEAP_RS04325	BMP family ABC transporter substrate-binding protein	HNEAP_RS04325 BMP family ABC transporter substrate-binding protein	734	804
HNEAP_RS04330	HNEAP_RS04330	hypothetical protein	HNEAP_RS04330 hypothetical protein	116	107
HNEAP_RS04335	HNEAP_RS04335	GntR family transcriptional regulator	HNEAP_RS04335 GntR family transcriptional regulator	418	424
HNEAP_RS04340	HNEAP_RS04340	hypothetical protein	HNEAP_RS04340 hypothetical protein	1072	1119
HNEAP_RS04345	HNEAP_RS04345	nucleoside deaminase	HNEAP_RS04345 nucleoside deaminase	485	549
HNEAP_RS04355	HNEAP_RS04355	xanthine dehydrogenase molybdopterin binding subunit	HNEAP_RS04355 xanthine dehydrogenase molybdopterin binding subunit	1176	1205
HNEAP_RS04360	HNEAP_RS04360	xanthine dehydrogenase small subunit	HNEAP_RS04360 xanthine dehydrogenase small subunit	1271	1465
HNEAP_RS04365	HNEAP_RS04365	hydroxyisourate hydrolase	HNEAP_RS04365 hydroxyisourate hydrolase	199	220
HNEAP_RS04370	HNEAP_RS04370	amidase	HNEAP_RS04370 amidase	704	761
HNEAP_RS04375	HNEAP_RS04375	sulfite exporter TauE/SafE family protein	HNEAP_RS04375 sulfite exporter TauE/SafE family protein	578	540
HNEAP_RS04380	HNEAP_RS04380	alanine--glyoxylate aminotransferase family protein	HNEAP_RS04380 alanine--glyoxylate aminotransferase family protein	956	1023
HNEAP_RS04385	HNEAP_RS04385	allantoate amidohydrolase	HNEAP_RS04385 allantoate amidohydrolase	572	573
HNEAP_RS04390	HNEAP_RS04390	regulator of ribonuclease activity A	HNEAP_RS04390 regulator of ribonuclease activity A	370	412
HNEAP_RS04395	HNEAP_RS04395	adenosine deaminase	HNEAP_RS04395 adenosine deaminase	884	921
HNEAP_RS04400	HNEAP_RS04400	BMP family ABC transporter substrate-binding protein	HNEAP_RS04400 BMP family ABC transporter substrate-binding protein	981	892
HNEAP_RS04405	HNEAP_RS04405	hypothetical protein	HNEAP_RS04405 hypothetical protein	351	380
HNEAP_RS04410	HNEAP_RS04410	formamidase	HNEAP_RS04410 formamidase	1055	1121
HNEAP_RS04415	HNEAP_RS04415	amino acid ABC transporter ATP-binding protein	HNEAP_RS04415 amino acid ABC transporter ATP-binding protein	564	598
HNEAP_RS04440	HNEAP_RS04440	oxygen-independent coproporphyrinogen III oxidase	HNEAP_RS04440 oxygen-independent coproporphyrinogen III oxidase	554	669
HNEAP_RS04445	HNEAP_RS04445	hypothetical protein	HNEAP_RS04445 hypothetical protein	609	608
HNEAP_RS04450	HNEAP_RS04450	ABC transporter ATP-binding protein	HNEAP_RS04450 ABC transporter ATP-binding protein	226	283
HNEAP_RS04455	HNEAP_RS04455	ABC transporter permease	HNEAP_RS04455 ABC transporter permease	235	236
HNEAP_RS04460	HNEAP_RS04460	collagenase-like protease	HNEAP_RS04460 collagenase-like protease	1310	1399
HNEAP_RS04465	HNEAP_RS04465	EAL domain-containing protein	HNEAP_RS04465 EAL domain-containing protein	257	299
HNEAP_RS04470	HNEAP_RS04470	DUF202 domain-containing protein	HNEAP_RS04470 DUF202 domain-containing protein	71	62
HNEAP_RS04480	HNEAP_RS04480	translesion error-prone DNA polymerase V subunit UmuC	HNEAP_RS04480 translesion error-prone DNA polymerase V subunit UmuC	379	391
HNEAP_RS04485	HNEAP_RS04485	cation acetate symporter	HNEAP_RS04485 cation acetate symporter	391	326
HNEAP_RS04490	HNEAP_RS04490	DUF485 domain-containing protein	HNEAP_RS04490 DUF485 domain-containing protein	64	64
HNEAP_RS04495	HNEAP_RS04495	MoxR family ATPase	HNEAP_RS04495 MoxR family ATPase	470	431
HNEAP_RS04500	HNEAP_RS04500	hypothetical protein	HNEAP_RS04500 hypothetical protein	758	816
HNEAP_RS04505	HNEAP_RS04505	hypothetical protein	HNEAP_RS04505 hypothetical protein	105	114
HNEAP_RS04520	HNEAP_RS04520	Xaa-Pro aminopeptidase	HNEAP_RS04520 Xaa-Pro aminopeptidase	278	379
HNEAP_RS04525	HNEAP_RS04525	hypothetical protein	HNEAP_RS04525 hypothetical protein	263	231
HNEAP_RS04540	HNEAP_RS04540	hypothetical protein	HNEAP_RS04540 hypothetical protein	193	185
HNEAP_RS04550	HNEAP_RS04550	phosphate starvation-inducible protein PsiE	HNEAP_RS04550 phosphate starvation-inducible protein PsiE	33	29
HNEAP_RS04565	HNEAP_RS04565	microcompartments protein	HNEAP_RS04565 microcompartments protein	156	92
HNEAP_RS04570	HNEAP_RS04570	hypothetical protein	HNEAP_RS04570 hypothetical protein	153	95
HNEAP_RS04575	HNEAP_RS04575	CbbQ/NirQ/NorQ/GpvN family protein	HNEAP_RS04575 CbbQ/NirQ/NorQ/GpvN family protein	436	289
HNEAP_RS04580	HNEAP_RS04580	nitrogen regulatory protein P-II	HNEAP_RS04580 nitrogen regulatory protein P-II	29	57
HNEAP_RS04585	HNEAP_RS04585	DUF2309 domain-containing protein	HNEAP_RS04585 DUF2309 domain-containing protein	672	309
HNEAP_RS04590	HNEAP_RS04590	hypothetical protein	HNEAP_RS04590 hypothetical protein	201	99
HNEAP_RS04595	HNEAP_RS04595	oxidoreductase	HNEAP_RS04595 oxidoreductase	541	220
HNEAP_RS04600	HNEAP_RS04600	VWA domain-containing protein	HNEAP_RS04600 VWA domain-containing protein	895	749
HNEAP_RS04605	HNEAP_RS04605	hypothetical protein	HNEAP_RS04605 hypothetical protein	80	76
HNEAP_RS04610	HNEAP_RS04610	ParA family protein	HNEAP_RS04610 ParA family protein	391	271
HNEAP_RS04615	HNEAP_RS04615	hypothetical protein	HNEAP_RS04615 hypothetical protein	36	1
HNEAP_RS04620	HNEAP_RS04620	major carboxysome shell protein 1B	HNEAP_RS04620 major carboxysome shell protein 1B	155	45
