locusId	sysName	desc	comb	setAS4 0-5	setAS6 10
HNEAP_RS03210	HNEAP_RS03210	acylneuraminate cytidylyltransferase family protein	HNEAP_RS03210 acylneuraminate cytidylyltransferase family protein	1329	1262
HNEAP_RS03220	HNEAP_RS03220	DUF4124 domain-containing protein	HNEAP_RS03220 DUF4124 domain-containing protein	481	419
HNEAP_RS03230	HNEAP_RS03230	DUF302 domain-containing protein	HNEAP_RS03230 DUF302 domain-containing protein	130	160
HNEAP_RS03235	HNEAP_RS03235	amino acid-binding ACT domain-containing protein	HNEAP_RS03235 amino acid-binding ACT domain-containing protein	1224	938
HNEAP_RS03240	HNEAP_RS03240	peroxiredoxin	HNEAP_RS03240 peroxiredoxin	377	305
HNEAP_RS03245	HNEAP_RS03245	phosphate starvation protein PhoH	HNEAP_RS03245 phosphate starvation protein PhoH	510	396
HNEAP_RS03255	HNEAP_RS03255	hypothetical protein	HNEAP_RS03255 hypothetical protein	270	206
HNEAP_RS03260	HNEAP_RS03260	alpha/beta hydrolase	HNEAP_RS03260 alpha/beta hydrolase	626	513
HNEAP_RS03265	HNEAP_RS03265	ribonuclease T	HNEAP_RS03265 ribonuclease T	1118	941
HNEAP_RS03275	HNEAP_RS03275	TIGR00341 family protein	HNEAP_RS03275 TIGR00341 family protein	2098	1600
HNEAP_RS03280	HNEAP_RS03280	ATP-dependent DNA helicase	HNEAP_RS03280 ATP-dependent DNA helicase	3036	2435
HNEAP_RS03290	HNEAP_RS03290	penicillin-binding protein 1B	HNEAP_RS03290 penicillin-binding protein 1B	1947	1516
HNEAP_RS03300	HNEAP_RS03300	glycine zipper 2TM domain-containing protein	HNEAP_RS03300 glycine zipper 2TM domain-containing protein	288	234
HNEAP_RS03305	HNEAP_RS03305	DNA mismatch repair protein MutS	HNEAP_RS03305 DNA mismatch repair protein MutS	3266	2668
HNEAP_RS03310	HNEAP_RS03310	septum site-determining protein MinC	HNEAP_RS03310 septum site-determining protein MinC	362	266
HNEAP_RS03315	HNEAP_RS03315	cell division protein ZapD	HNEAP_RS03315 cell division protein ZapD	405	362
HNEAP_RS03320	HNEAP_RS03320	methionine synthase	HNEAP_RS03320 methionine synthase	6085	4990
HNEAP_RS03325	HNEAP_RS03325	DUF2062 domain-containing protein	HNEAP_RS03325 DUF2062 domain-containing protein	719	588
HNEAP_RS03330	HNEAP_RS03330	MFS transporter	HNEAP_RS03330 MFS transporter	181	149
HNEAP_RS03335	HNEAP_RS03335	HlyD family secretion protein	HNEAP_RS03335 HlyD family secretion protein	152	121
HNEAP_RS03360	HNEAP_RS03360	septum formation initiator	HNEAP_RS03360 septum formation initiator	50	43
HNEAP_RS03375	HNEAP_RS03375	GGDEF domain-containing protein	HNEAP_RS03375 GGDEF domain-containing protein	224	158
HNEAP_RS03380	HNEAP_RS03380	hypothetical protein	HNEAP_RS03380 hypothetical protein	2869	2377
HNEAP_RS03390	HNEAP_RS03390	hypothetical protein	HNEAP_RS03390 hypothetical protein	775	629
HNEAP_RS03395	HNEAP_RS03395	pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	HNEAP_RS03395 pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	307	247
HNEAP_RS03400	HNEAP_RS03400	cytochrome c assembly protein	HNEAP_RS03400 cytochrome c assembly protein	371	306
HNEAP_RS03405	HNEAP_RS03405	dimethylmenaquinone methyltransferase	HNEAP_RS03405 dimethylmenaquinone methyltransferase	1878	1591
HNEAP_RS03410	HNEAP_RS03410	SIS domain-containing protein	HNEAP_RS03410 SIS domain-containing protein	880	727
HNEAP_RS03415	HNEAP_RS03415	YraN family protein	HNEAP_RS03415 YraN family protein	1059	867
HNEAP_RS03420	HNEAP_RS03420	hypothetical protein	HNEAP_RS03420 hypothetical protein	3288	2704
HNEAP_RS03425	HNEAP_RS03425	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	HNEAP_RS03425 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	2459	1984
HNEAP_RS03435	HNEAP_RS03435	outer membrane protein assembly factor BamC	HNEAP_RS03435 outer membrane protein assembly factor BamC	838	689
HNEAP_RS03445	HNEAP_RS03445	diguanylate cyclase	HNEAP_RS03445 diguanylate cyclase	2095	1803
HNEAP_RS03450	HNEAP_RS03450	hypothetical protein	HNEAP_RS03450 hypothetical protein	1308	1170
HNEAP_RS03460	HNEAP_RS03460	signal transduction histidine kinase	HNEAP_RS03460 signal transduction histidine kinase	4212	3903
HNEAP_RS03465	HNEAP_RS03465	hypothetical protein	HNEAP_RS03465 hypothetical protein	359	342
HNEAP_RS03470	HNEAP_RS03470	hypothetical protein	HNEAP_RS03470 hypothetical protein	434	314
HNEAP_RS03475	HNEAP_RS03475	hypothetical protein	HNEAP_RS03475 hypothetical protein	226	187
HNEAP_RS03485	HNEAP_RS03485	DUF924 domain-containing protein	HNEAP_RS03485 DUF924 domain-containing protein	277	209
HNEAP_RS03490	HNEAP_RS03490	diguanylate cyclase	HNEAP_RS03490 diguanylate cyclase	394	324
HNEAP_RS03495	HNEAP_RS03495	NAD(P)/FAD-dependent oxidoreductase	HNEAP_RS03495 NAD(P)/FAD-dependent oxidoreductase	2340	1905
HNEAP_RS03500	HNEAP_RS03500	hypothetical protein	HNEAP_RS03500 hypothetical protein	851	715
HNEAP_RS03505	HNEAP_RS03505	DUF883 domain-containing protein	HNEAP_RS03505 DUF883 domain-containing protein	247	222
HNEAP_RS03525	HNEAP_RS03525	EVE domain-containing protein	HNEAP_RS03525 EVE domain-containing protein	412	361
HNEAP_RS03530	HNEAP_RS03530	5-formyltetrahydrofolate cyclo-ligase	HNEAP_RS03530 5-formyltetrahydrofolate cyclo-ligase	533	428
HNEAP_RS03535	HNEAP_RS03535	S-adenosylmethionine-dependent methyltransferase	HNEAP_RS03535 S-adenosylmethionine-dependent methyltransferase	938	796
HNEAP_RS03545	HNEAP_RS03545	RNA polymerase sigma factor RpoE	HNEAP_RS03545 RNA polymerase sigma factor RpoE	48	42
HNEAP_RS03550	HNEAP_RS03550	hypothetical protein	HNEAP_RS03550 hypothetical protein	412	342
HNEAP_RS03555	HNEAP_RS03555	hypothetical protein	HNEAP_RS03555 hypothetical protein	103	65
HNEAP_RS03560	HNEAP_RS03560	hypothetical protein	HNEAP_RS03560 hypothetical protein	885	695
HNEAP_RS03565	HNEAP_RS03565	positive regulator of sigma E  RseC/MucC	HNEAP_RS03565 positive regulator of sigma E  RseC/MucC	41	32
HNEAP_RS03575	HNEAP_RS03575	hypothetical protein	HNEAP_RS03575 hypothetical protein	1972	1847
HNEAP_RS03580	HNEAP_RS03580	flagellar motor switch protein FliM	HNEAP_RS03580 flagellar motor switch protein FliM	4120	3575
HNEAP_RS03585	HNEAP_RS03585	flagellar motor switch protein FliN	HNEAP_RS03585 flagellar motor switch protein FliN	2041	1732
HNEAP_RS03595	HNEAP_RS03595	flagellar biosynthetic protein FliP	HNEAP_RS03595 flagellar biosynthetic protein FliP	3319	2818
HNEAP_RS03600	HNEAP_RS03600	flagellar biosynthetic protein FliQ	HNEAP_RS03600 flagellar biosynthetic protein FliQ	461	390
HNEAP_RS03605	HNEAP_RS03605	flagellar biosynthetic protein FliR	HNEAP_RS03605 flagellar biosynthetic protein FliR	1960	1610
HNEAP_RS03610	HNEAP_RS03610	flagellar biosynthesis protein FlhB	HNEAP_RS03610 flagellar biosynthesis protein FlhB	3211	2896
HNEAP_RS03620	HNEAP_RS03620	flagellar biosynthesis protein FlhF	HNEAP_RS03620 flagellar biosynthesis protein FlhF	1953	1611
HNEAP_RS03625	HNEAP_RS03625	MinD/ParA family protein	HNEAP_RS03625 MinD/ParA family protein	5	5
HNEAP_RS03630	HNEAP_RS03630	RNA polymerase sigma factor FliA	HNEAP_RS03630 RNA polymerase sigma factor FliA	4362	3845
HNEAP_RS03635	HNEAP_RS03635	chemotaxis protein CheY	HNEAP_RS03635 chemotaxis protein CheY	334	324
HNEAP_RS03640	HNEAP_RS03640	hypothetical protein	HNEAP_RS03640 hypothetical protein	486	394
HNEAP_RS03645	HNEAP_RS03645	chemotaxis protein CheA	HNEAP_RS03645 chemotaxis protein CheA	2546	2041
HNEAP_RS03650	HNEAP_RS03650	chemotaxis response regulator protein-glutamate methylesterase	HNEAP_RS03650 chemotaxis response regulator protein-glutamate methylesterase	1366	1121
HNEAP_RS03655	HNEAP_RS03655	ParA family protein	HNEAP_RS03655 ParA family protein	804	757
HNEAP_RS03660	HNEAP_RS03660	hypothetical protein	HNEAP_RS03660 hypothetical protein	2859	2326
HNEAP_RS03665	HNEAP_RS03665	hypothetical protein	HNEAP_RS03665 hypothetical protein	124	89
HNEAP_RS03670	HNEAP_RS03670	DUF2802 domain-containing protein	HNEAP_RS03670 DUF2802 domain-containing protein	453	359
HNEAP_RS03675	HNEAP_RS03675	DUF3488 domain-containing protein	HNEAP_RS03675 DUF3488 domain-containing protein	2410	1968
HNEAP_RS03680	HNEAP_RS03680	DUF58 domain-containing protein	HNEAP_RS03680 DUF58 domain-containing protein	2866	2426
HNEAP_RS03685	HNEAP_RS03685	AI-2E family transporter	HNEAP_RS03685 AI-2E family transporter	226	199
HNEAP_RS03695	HNEAP_RS03695	hypothetical protein	HNEAP_RS03695 hypothetical protein	845	647
HNEAP_RS03700	HNEAP_RS03700	hypothetical protein	HNEAP_RS03700 hypothetical protein	168	121
HNEAP_RS03705	HNEAP_RS03705	phosphatase	HNEAP_RS03705 phosphatase	681	600
HNEAP_RS03710	HNEAP_RS03710	hypothetical protein	HNEAP_RS03710 hypothetical protein	452	382
HNEAP_RS03715	HNEAP_RS03715	peptidyl-prolyl cis-trans isomerase	HNEAP_RS03715 peptidyl-prolyl cis-trans isomerase	916	826
HNEAP_RS03725	HNEAP_RS03725	DUF2069 domain-containing protein	HNEAP_RS03725 DUF2069 domain-containing protein	1062	847
HNEAP_RS03730	HNEAP_RS03730	NAD(P)H:quinone oxidoreductase	HNEAP_RS03730 NAD(P)H:quinone oxidoreductase	4	5
HNEAP_RS03735	HNEAP_RS03735	TlpA family protein disulfide reductase	HNEAP_RS03735 TlpA family protein disulfide reductase	674	583
HNEAP_RS03740	HNEAP_RS03740	hypothetical protein	HNEAP_RS03740 hypothetical protein	1127	994
HNEAP_RS03745	HNEAP_RS03745	TolC family protein	HNEAP_RS03745 TolC family protein	1325	1057
HNEAP_RS03750	HNEAP_RS03750	hypothetical protein	HNEAP_RS03750 hypothetical protein	1783	1457
HNEAP_RS03755	HNEAP_RS03755	N-acetylglutaminylglutamine amidotransferase	HNEAP_RS03755 N-acetylglutaminylglutamine amidotransferase	852	672
HNEAP_RS03760	HNEAP_RS03760	FAD-dependent oxidoreductase	HNEAP_RS03760 FAD-dependent oxidoreductase	1411	1232
HNEAP_RS03770	HNEAP_RS03770	PTS mannose transporter subunit IIA	HNEAP_RS03770 PTS mannose transporter subunit IIA	203	186
HNEAP_RS03775	HNEAP_RS03775	RNase adapter RapZ	HNEAP_RS03775 RNase adapter RapZ	611	514
HNEAP_RS03790	HNEAP_RS03790	ribosomal subunit interface protein	HNEAP_RS03790 ribosomal subunit interface protein	155	123
HNEAP_RS03825	HNEAP_RS03825	hypothetical protein	HNEAP_RS03825 hypothetical protein	1244	1043
HNEAP_RS03835	HNEAP_RS03835	ABC transporter ATP-binding protein	HNEAP_RS03835 ABC transporter ATP-binding protein	327	266
HNEAP_RS03840	HNEAP_RS03840	ABC transporter permease	HNEAP_RS03840 ABC transporter permease	386	322
HNEAP_RS03845	HNEAP_RS03845	outer membrane lipid asymmetry maintenance protein MlaD	HNEAP_RS03845 outer membrane lipid asymmetry maintenance protein MlaD	558	461
HNEAP_RS03850	HNEAP_RS03850	TolC family protein	HNEAP_RS03850 TolC family protein	580	475
HNEAP_RS03855	HNEAP_RS03855	toluene tolerance family protein	HNEAP_RS03855 toluene tolerance family protein	457	397
HNEAP_RS03860	HNEAP_RS03860	STAS domain-containing protein	HNEAP_RS03860 STAS domain-containing protein	346	287
HNEAP_RS03900	HNEAP_RS03900	recombination protein RecR	HNEAP_RS03900 recombination protein RecR	496	439
HNEAP_RS03905	HNEAP_RS03905	PilZ domain-containing protein	HNEAP_RS03905 PilZ domain-containing protein	35	47
HNEAP_RS03910	HNEAP_RS03910	DUF1631 domain-containing protein	HNEAP_RS03910 DUF1631 domain-containing protein	3181	2551
HNEAP_RS03915	HNEAP_RS03915	glycogen synthase GlgA	HNEAP_RS03915 glycogen synthase GlgA	414	217
HNEAP_RS03920	HNEAP_RS03920	1 4-alpha-glucan-branching protein	HNEAP_RS03920 1 4-alpha-glucan-branching protein	900	564
HNEAP_RS03925	HNEAP_RS03925	glucose-1-phosphate adenylyltransferase	HNEAP_RS03925 glucose-1-phosphate adenylyltransferase	2413	1965
HNEAP_RS03930	HNEAP_RS03930	glycoside hydrolase	HNEAP_RS03930 glycoside hydrolase	2284	1927
HNEAP_RS03935	HNEAP_RS03935	4-alpha-glucanotransferase	HNEAP_RS03935 4-alpha-glucanotransferase	2281	1871
HNEAP_RS03950	HNEAP_RS03950	multidrug ABC transporter substrate-binding protein	HNEAP_RS03950 multidrug ABC transporter substrate-binding protein	2438	2093
HNEAP_RS03955	HNEAP_RS03955	ABC transporter ATP-binding protein	HNEAP_RS03955 ABC transporter ATP-binding protein	884	743
HNEAP_RS03960	HNEAP_RS03960	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03960 efflux RND transporter periplasmic adaptor subunit	1964	1641
HNEAP_RS03965	HNEAP_RS03965	RND transporter	HNEAP_RS03965 RND transporter	2982	2567
HNEAP_RS03975	HNEAP_RS03975	two-component sensor histidine kinase	HNEAP_RS03975 two-component sensor histidine kinase	2327	1783
HNEAP_RS03980	HNEAP_RS03980	DNA-binding response regulator	HNEAP_RS03980 DNA-binding response regulator	2065	1649
HNEAP_RS03985	HNEAP_RS03985	TolC family protein	HNEAP_RS03985 TolC family protein	2290	1919
HNEAP_RS03990	HNEAP_RS03990	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03990 efflux RND transporter periplasmic adaptor subunit	1308	1209
HNEAP_RS03995	HNEAP_RS03995	AcrB/AcrD/AcrF family protein	HNEAP_RS03995 AcrB/AcrD/AcrF family protein	2774	2162
HNEAP_RS04000	HNEAP_RS04000	hypothetical protein	HNEAP_RS04000 hypothetical protein	805	667
HNEAP_RS04005	HNEAP_RS04005	ABC transporter substrate-binding protein	HNEAP_RS04005 ABC transporter substrate-binding protein	1762	1326
HNEAP_RS04010	HNEAP_RS04010	nitrate ABC transporter permease	HNEAP_RS04010 nitrate ABC transporter permease	1461	1310
HNEAP_RS04015	HNEAP_RS04015	ABC transporter ATP-binding protein	HNEAP_RS04015 ABC transporter ATP-binding protein	1252	987
HNEAP_RS04020	HNEAP_RS04020	creatininase	HNEAP_RS04020 creatininase	1415	1168
HNEAP_RS04025	HNEAP_RS04025	type III glutamate--ammonia ligase	HNEAP_RS04025 type III glutamate--ammonia ligase	2792	2398
HNEAP_RS04030	HNEAP_RS04030	nickel-responsive transcriptional regulator NikR	HNEAP_RS04030 nickel-responsive transcriptional regulator NikR	593	513
HNEAP_RS04035	HNEAP_RS04035	urea carboxylase	HNEAP_RS04035 urea carboxylase	917	821
HNEAP_RS04040	HNEAP_RS04040	urea carboxylase	HNEAP_RS04040 urea carboxylase	880	680
HNEAP_RS04045	HNEAP_RS04045	urea carboxylase	HNEAP_RS04045 urea carboxylase	4734	3907
HNEAP_RS04060	HNEAP_RS04060	P-II family nitrogen regulator	HNEAP_RS04060 P-II family nitrogen regulator	74	48
HNEAP_RS04065	HNEAP_RS04065	glycine oxidase ThiO	HNEAP_RS04065 glycine oxidase ThiO	59	44
HNEAP_RS04075	HNEAP_RS04075	VIT family protein	HNEAP_RS04075 VIT family protein	932	746
HNEAP_RS04080	HNEAP_RS04080	hypothetical protein	HNEAP_RS04080 hypothetical protein	919	765
HNEAP_RS04085	HNEAP_RS04085	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	HNEAP_RS04085 bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	1742	1476
HNEAP_RS04090	HNEAP_RS04090	hypothetical protein	HNEAP_RS04090 hypothetical protein	441	332
HNEAP_RS04095	HNEAP_RS04095	DUF3365 domain-containing protein	HNEAP_RS04095 DUF3365 domain-containing protein	595	541
HNEAP_RS04100	HNEAP_RS04100	molybdenum ABC transporter ATP-binding protein	HNEAP_RS04100 molybdenum ABC transporter ATP-binding protein	379	291
HNEAP_RS04110	HNEAP_RS04110	molybdate ABC transporter substrate-binding protein	HNEAP_RS04110 molybdate ABC transporter substrate-binding protein	80	60
HNEAP_RS04115	HNEAP_RS04115	ModE family transcriptional regulator	HNEAP_RS04115 ModE family transcriptional regulator	1458	1151
HNEAP_RS04120	HNEAP_RS04120	hypothetical protein	HNEAP_RS04120 hypothetical protein	1047	870
HNEAP_RS04125	HNEAP_RS04125	deoxyribodipyrimidine photo-lyase	HNEAP_RS04125 deoxyribodipyrimidine photo-lyase	1883	1446
HNEAP_RS04130	HNEAP_RS04130	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS04130 efflux RND transporter periplasmic adaptor subunit	2405	1935
HNEAP_RS04135	HNEAP_RS04135	AcrB/AcrD/AcrF family protein	HNEAP_RS04135 AcrB/AcrD/AcrF family protein	5681	4469
HNEAP_RS04150	HNEAP_RS04150	CRISPR-associated endonuclease Cas2	HNEAP_RS04150 CRISPR-associated endonuclease Cas2	64	49
HNEAP_RS04155	HNEAP_RS04155	type I-C CRISPR-associated endonuclease Cas1	HNEAP_RS04155 type I-C CRISPR-associated endonuclease Cas1	1498	1301
HNEAP_RS04160	HNEAP_RS04160	ribbon-helix-helix protein  CopG family	HNEAP_RS04160 ribbon-helix-helix protein  CopG family	25	30
HNEAP_RS04165	HNEAP_RS04165	type II toxin-antitoxin system PemK/MazF family toxin	HNEAP_RS04165 type II toxin-antitoxin system PemK/MazF family toxin	159	122
HNEAP_RS04170	HNEAP_RS04170	CRISPR-associated protein Cas4	HNEAP_RS04170 CRISPR-associated protein Cas4	1182	923
HNEAP_RS04175	HNEAP_RS04175	type I-C CRISPR-associated protein Cas7/Csd2	HNEAP_RS04175 type I-C CRISPR-associated protein Cas7/Csd2	1008	921
HNEAP_RS04180	HNEAP_RS04180	type I-C CRISPR-associated protein Cas8c/Csd1	HNEAP_RS04180 type I-C CRISPR-associated protein Cas8c/Csd1	2879	2385
HNEAP_RS04185	HNEAP_RS04185	type I-C CRISPR-associated protein Cas5	HNEAP_RS04185 type I-C CRISPR-associated protein Cas5	644	503
HNEAP_RS04190	HNEAP_RS04190	CRISPR-associated helicase/endonuclease Cas3	HNEAP_RS04190 CRISPR-associated helicase/endonuclease Cas3	3869	3162
HNEAP_RS04195	HNEAP_RS04195	addiction module antidote protein  HigA family	HNEAP_RS04195 addiction module antidote protein  HigA family	77	58
HNEAP_RS04200	HNEAP_RS04200	hypothetical protein	HNEAP_RS04200 hypothetical protein	309	261
HNEAP_RS04205	HNEAP_RS04205	gamma-glutamyltransferase family protein	HNEAP_RS04205 gamma-glutamyltransferase family protein	3482	2742
HNEAP_RS04210	HNEAP_RS04210	C4-dicarboxylate ABC transporter	HNEAP_RS04210 C4-dicarboxylate ABC transporter	2300	1889
HNEAP_RS04215	HNEAP_RS04215	C4-dicarboxylate ABC transporter permease	HNEAP_RS04215 C4-dicarboxylate ABC transporter permease	2216	1874
HNEAP_RS04220	HNEAP_RS04220	C4-dicarboxylate ABC transporter	HNEAP_RS04220 C4-dicarboxylate ABC transporter	1714	1358
HNEAP_RS04225	HNEAP_RS04225	Lrp/AsnC family transcriptional regulator	HNEAP_RS04225 Lrp/AsnC family transcriptional regulator	830	653
HNEAP_RS04230	HNEAP_RS04230	GntR family transcriptional regulator	HNEAP_RS04230 GntR family transcriptional regulator	452	377
HNEAP_RS04235	HNEAP_RS04235	hypothetical protein	HNEAP_RS04235 hypothetical protein	1266	1046
HNEAP_RS04240	HNEAP_RS04240	allantoinase PuuE	HNEAP_RS04240 allantoinase PuuE	1714	1403
HNEAP_RS04245	HNEAP_RS04245	OHCU decarboxylase	HNEAP_RS04245 OHCU decarboxylase	388	318
HNEAP_RS04250	HNEAP_RS04250	ABC transporter ATP-binding protein	HNEAP_RS04250 ABC transporter ATP-binding protein	2363	1986
HNEAP_RS04255	HNEAP_RS04255	ABC transporter permease	HNEAP_RS04255 ABC transporter permease	1373	1147
HNEAP_RS04260	HNEAP_RS04260	ABC transporter permease	HNEAP_RS04260 ABC transporter permease	1416	1190
HNEAP_RS04265	HNEAP_RS04265	8-oxoguanine deaminase	HNEAP_RS04265 8-oxoguanine deaminase	2001	1778
HNEAP_RS04270	HNEAP_RS04270	nucleoside deaminase	HNEAP_RS04270 nucleoside deaminase	588	496
HNEAP_RS04275	HNEAP_RS04275	uracil phosphoribosyltransferase	HNEAP_RS04275 uracil phosphoribosyltransferase	1095	972
HNEAP_RS04280	HNEAP_RS04280	cytosine deaminase	HNEAP_RS04280 cytosine deaminase	2069	1640
HNEAP_RS04285	HNEAP_RS04285	DUF3225 domain-containing protein	HNEAP_RS04285 DUF3225 domain-containing protein	774	637
HNEAP_RS04290	HNEAP_RS04290	AtzE family amidohydrolase	HNEAP_RS04290 AtzE family amidohydrolase	2698	2309
HNEAP_RS04295	HNEAP_RS04295	DUF4089 domain-containing protein	HNEAP_RS04295 DUF4089 domain-containing protein	89	67
HNEAP_RS04300	HNEAP_RS04300	cysteine hydrolase	HNEAP_RS04300 cysteine hydrolase	352	271
HNEAP_RS04305	HNEAP_RS04305	ABC transporter ATP-binding protein	HNEAP_RS04305 ABC transporter ATP-binding protein	4321	3457
HNEAP_RS04310	HNEAP_RS04310	cysteine hydrolase	HNEAP_RS04310 cysteine hydrolase	1211	1001
HNEAP_RS04315	HNEAP_RS04315	ABC transporter permease	HNEAP_RS04315 ABC transporter permease	1369	1179
HNEAP_RS04320	HNEAP_RS04320	ABC transporter permease	HNEAP_RS04320 ABC transporter permease	1554	1258
HNEAP_RS04325	HNEAP_RS04325	BMP family ABC transporter substrate-binding protein	HNEAP_RS04325 BMP family ABC transporter substrate-binding protein	1925	1578
HNEAP_RS04330	HNEAP_RS04330	hypothetical protein	HNEAP_RS04330 hypothetical protein	220	201
HNEAP_RS04335	HNEAP_RS04335	GntR family transcriptional regulator	HNEAP_RS04335 GntR family transcriptional regulator	959	849
HNEAP_RS04340	HNEAP_RS04340	hypothetical protein	HNEAP_RS04340 hypothetical protein	1895	1660
HNEAP_RS04345	HNEAP_RS04345	nucleoside deaminase	HNEAP_RS04345 nucleoside deaminase	1074	871
HNEAP_RS04355	HNEAP_RS04355	xanthine dehydrogenase molybdopterin binding subunit	HNEAP_RS04355 xanthine dehydrogenase molybdopterin binding subunit	2671	2180
HNEAP_RS04360	HNEAP_RS04360	xanthine dehydrogenase small subunit	HNEAP_RS04360 xanthine dehydrogenase small subunit	3141	2582
HNEAP_RS04365	HNEAP_RS04365	hydroxyisourate hydrolase	HNEAP_RS04365 hydroxyisourate hydrolase	473	349
HNEAP_RS04370	HNEAP_RS04370	amidase	HNEAP_RS04370 amidase	1639	1345
HNEAP_RS04375	HNEAP_RS04375	sulfite exporter TauE/SafE family protein	HNEAP_RS04375 sulfite exporter TauE/SafE family protein	1296	1100
HNEAP_RS04380	HNEAP_RS04380	alanine--glyoxylate aminotransferase family protein	HNEAP_RS04380 alanine--glyoxylate aminotransferase family protein	2216	1799
HNEAP_RS04385	HNEAP_RS04385	allantoate amidohydrolase	HNEAP_RS04385 allantoate amidohydrolase	1271	1114
HNEAP_RS04390	HNEAP_RS04390	regulator of ribonuclease activity A	HNEAP_RS04390 regulator of ribonuclease activity A	863	778
HNEAP_RS04395	HNEAP_RS04395	adenosine deaminase	HNEAP_RS04395 adenosine deaminase	2218	1814
HNEAP_RS04400	HNEAP_RS04400	BMP family ABC transporter substrate-binding protein	HNEAP_RS04400 BMP family ABC transporter substrate-binding protein	2013	1694
HNEAP_RS04405	HNEAP_RS04405	hypothetical protein	HNEAP_RS04405 hypothetical protein	756	647
HNEAP_RS04410	HNEAP_RS04410	formamidase	HNEAP_RS04410 formamidase	2616	2141
HNEAP_RS04415	HNEAP_RS04415	amino acid ABC transporter ATP-binding protein	HNEAP_RS04415 amino acid ABC transporter ATP-binding protein	1322	1080
HNEAP_RS04440	HNEAP_RS04440	oxygen-independent coproporphyrinogen III oxidase	HNEAP_RS04440 oxygen-independent coproporphyrinogen III oxidase	1228	1036
HNEAP_RS04445	HNEAP_RS04445	hypothetical protein	HNEAP_RS04445 hypothetical protein	468	326
HNEAP_RS04450	HNEAP_RS04450	ABC transporter ATP-binding protein	HNEAP_RS04450 ABC transporter ATP-binding protein	528	494
HNEAP_RS04455	HNEAP_RS04455	ABC transporter permease	HNEAP_RS04455 ABC transporter permease	537	444
HNEAP_RS04460	HNEAP_RS04460	collagenase-like protease	HNEAP_RS04460 collagenase-like protease	3146	2677
HNEAP_RS04465	HNEAP_RS04465	EAL domain-containing protein	HNEAP_RS04465 EAL domain-containing protein	593	466
HNEAP_RS04470	HNEAP_RS04470	DUF202 domain-containing protein	HNEAP_RS04470 DUF202 domain-containing protein	144	91
HNEAP_RS04480	HNEAP_RS04480	translesion error-prone DNA polymerase V subunit UmuC	HNEAP_RS04480 translesion error-prone DNA polymerase V subunit UmuC	1015	818
HNEAP_RS04485	HNEAP_RS04485	cation acetate symporter	HNEAP_RS04485 cation acetate symporter	839	737
HNEAP_RS04490	HNEAP_RS04490	DUF485 domain-containing protein	HNEAP_RS04490 DUF485 domain-containing protein	143	138
HNEAP_RS04495	HNEAP_RS04495	MoxR family ATPase	HNEAP_RS04495 MoxR family ATPase	1103	869
HNEAP_RS04500	HNEAP_RS04500	hypothetical protein	HNEAP_RS04500 hypothetical protein	1895	1564
HNEAP_RS04505	HNEAP_RS04505	hypothetical protein	HNEAP_RS04505 hypothetical protein	381	222
HNEAP_RS04520	HNEAP_RS04520	Xaa-Pro aminopeptidase	HNEAP_RS04520 Xaa-Pro aminopeptidase	615	431
HNEAP_RS04525	HNEAP_RS04525	hypothetical protein	HNEAP_RS04525 hypothetical protein	579	480
HNEAP_RS04540	HNEAP_RS04540	hypothetical protein	HNEAP_RS04540 hypothetical protein	579	465
HNEAP_RS04550	HNEAP_RS04550	phosphate starvation-inducible protein PsiE	HNEAP_RS04550 phosphate starvation-inducible protein PsiE	121	107
HNEAP_RS04565	HNEAP_RS04565	microcompartments protein	HNEAP_RS04565 microcompartments protein	288	328
HNEAP_RS04570	HNEAP_RS04570	hypothetical protein	HNEAP_RS04570 hypothetical protein	287	309
HNEAP_RS04575	HNEAP_RS04575	CbbQ/NirQ/NorQ/GpvN family protein	HNEAP_RS04575 CbbQ/NirQ/NorQ/GpvN family protein	740	858
HNEAP_RS04580	HNEAP_RS04580	nitrogen regulatory protein P-II	HNEAP_RS04580 nitrogen regulatory protein P-II	110	66
HNEAP_RS04585	HNEAP_RS04585	DUF2309 domain-containing protein	HNEAP_RS04585 DUF2309 domain-containing protein	1165	1462
HNEAP_RS04590	HNEAP_RS04590	hypothetical protein	HNEAP_RS04590 hypothetical protein	298	353
HNEAP_RS04595	HNEAP_RS04595	oxidoreductase	HNEAP_RS04595 oxidoreductase	959	1095
HNEAP_RS04600	HNEAP_RS04600	VWA domain-containing protein	HNEAP_RS04600 VWA domain-containing protein	1463	1772
HNEAP_RS04605	HNEAP_RS04605	hypothetical protein	HNEAP_RS04605 hypothetical protein	133	148
HNEAP_RS04610	HNEAP_RS04610	ParA family protein	HNEAP_RS04610 ParA family protein	493	807
HNEAP_RS04615	HNEAP_RS04615	hypothetical protein	HNEAP_RS04615 hypothetical protein	6	99
