locusId	sysName	desc	comb	setAS7 1-5	setAS8 5
HNEAP_RS03165	HNEAP_RS03165	flagellar export chaperone FliS	HNEAP_RS03165 flagellar export chaperone FliS	589	419
HNEAP_RS03170	HNEAP_RS03170	hypothetical protein	HNEAP_RS03170 hypothetical protein	1045	817
HNEAP_RS03175	HNEAP_RS03175	hypothetical protein	HNEAP_RS03175 hypothetical protein	4131	3363
HNEAP_RS03180	HNEAP_RS03180	NAD-dependent dehydratase	HNEAP_RS03180 NAD-dependent dehydratase	865	724
HNEAP_RS03185	HNEAP_RS03185	aminotransferase DegT	HNEAP_RS03185 aminotransferase DegT	543	470
HNEAP_RS03190	HNEAP_RS03190	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	HNEAP_RS03190 UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	18	12
HNEAP_RS03195	HNEAP_RS03195	N-acetylneuraminate synthase	HNEAP_RS03195 N-acetylneuraminate synthase	544	446
HNEAP_RS03200	HNEAP_RS03200	sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family	HNEAP_RS03200 sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family	139	95
HNEAP_RS03205	HNEAP_RS03205	alcohol dehydrogenase	HNEAP_RS03205 alcohol dehydrogenase	833	654
HNEAP_RS03210	HNEAP_RS03210	acylneuraminate cytidylyltransferase family protein	HNEAP_RS03210 acylneuraminate cytidylyltransferase family protein	495	409
HNEAP_RS03220	HNEAP_RS03220	DUF4124 domain-containing protein	HNEAP_RS03220 DUF4124 domain-containing protein	424	334
HNEAP_RS03230	HNEAP_RS03230	DUF302 domain-containing protein	HNEAP_RS03230 DUF302 domain-containing protein	150	224
HNEAP_RS03235	HNEAP_RS03235	amino acid-binding ACT domain-containing protein	HNEAP_RS03235 amino acid-binding ACT domain-containing protein	1083	847
HNEAP_RS03240	HNEAP_RS03240	peroxiredoxin	HNEAP_RS03240 peroxiredoxin	374	274
HNEAP_RS03245	HNEAP_RS03245	phosphate starvation protein PhoH	HNEAP_RS03245 phosphate starvation protein PhoH	468	399
HNEAP_RS03255	HNEAP_RS03255	hypothetical protein	HNEAP_RS03255 hypothetical protein	232	194
HNEAP_RS03260	HNEAP_RS03260	alpha/beta hydrolase	HNEAP_RS03260 alpha/beta hydrolase	653	507
HNEAP_RS03265	HNEAP_RS03265	ribonuclease T	HNEAP_RS03265 ribonuclease T	983	827
HNEAP_RS03275	HNEAP_RS03275	TIGR00341 family protein	HNEAP_RS03275 TIGR00341 family protein	1824	1481
HNEAP_RS03280	HNEAP_RS03280	ATP-dependent DNA helicase	HNEAP_RS03280 ATP-dependent DNA helicase	2750	2288
HNEAP_RS03290	HNEAP_RS03290	penicillin-binding protein 1B	HNEAP_RS03290 penicillin-binding protein 1B	1650	1227
HNEAP_RS03300	HNEAP_RS03300	glycine zipper 2TM domain-containing protein	HNEAP_RS03300 glycine zipper 2TM domain-containing protein	244	234
HNEAP_RS03305	HNEAP_RS03305	DNA mismatch repair protein MutS	HNEAP_RS03305 DNA mismatch repair protein MutS	2827	2374
HNEAP_RS03310	HNEAP_RS03310	septum site-determining protein MinC	HNEAP_RS03310 septum site-determining protein MinC	203	152
HNEAP_RS03315	HNEAP_RS03315	cell division protein ZapD	HNEAP_RS03315 cell division protein ZapD	733	511
HNEAP_RS03320	HNEAP_RS03320	methionine synthase	HNEAP_RS03320 methionine synthase	5463	4434
HNEAP_RS03325	HNEAP_RS03325	DUF2062 domain-containing protein	HNEAP_RS03325 DUF2062 domain-containing protein	868	673
HNEAP_RS03330	HNEAP_RS03330	MFS transporter	HNEAP_RS03330 MFS transporter	225	189
HNEAP_RS03335	HNEAP_RS03335	HlyD family secretion protein	HNEAP_RS03335 HlyD family secretion protein	208	160
HNEAP_RS03360	HNEAP_RS03360	septum formation initiator	HNEAP_RS03360 septum formation initiator	61	42
HNEAP_RS03375	HNEAP_RS03375	GGDEF domain-containing protein	HNEAP_RS03375 GGDEF domain-containing protein	195	156
HNEAP_RS03380	HNEAP_RS03380	hypothetical protein	HNEAP_RS03380 hypothetical protein	2570	2087
HNEAP_RS03390	HNEAP_RS03390	hypothetical protein	HNEAP_RS03390 hypothetical protein	620	524
HNEAP_RS03395	HNEAP_RS03395	pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	HNEAP_RS03395 pyridoxamine 5'-phosphate oxidase-like FMN-binding protein	287	218
HNEAP_RS03400	HNEAP_RS03400	cytochrome c assembly protein	HNEAP_RS03400 cytochrome c assembly protein	393	330
HNEAP_RS03405	HNEAP_RS03405	dimethylmenaquinone methyltransferase	HNEAP_RS03405 dimethylmenaquinone methyltransferase	1736	1443
HNEAP_RS03410	HNEAP_RS03410	SIS domain-containing protein	HNEAP_RS03410 SIS domain-containing protein	804	674
HNEAP_RS03415	HNEAP_RS03415	YraN family protein	HNEAP_RS03415 YraN family protein	976	822
HNEAP_RS03420	HNEAP_RS03420	hypothetical protein	HNEAP_RS03420 hypothetical protein	3602	2972
HNEAP_RS03425	HNEAP_RS03425	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	HNEAP_RS03425 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	2243	1745
HNEAP_RS03435	HNEAP_RS03435	outer membrane protein assembly factor BamC	HNEAP_RS03435 outer membrane protein assembly factor BamC	651	484
HNEAP_RS03445	HNEAP_RS03445	diguanylate cyclase	HNEAP_RS03445 diguanylate cyclase	1856	1619
HNEAP_RS03450	HNEAP_RS03450	hypothetical protein	HNEAP_RS03450 hypothetical protein	1270	1062
HNEAP_RS03460	HNEAP_RS03460	signal transduction histidine kinase	HNEAP_RS03460 signal transduction histidine kinase	3932	3591
HNEAP_RS03465	HNEAP_RS03465	hypothetical protein	HNEAP_RS03465 hypothetical protein	372	337
HNEAP_RS03470	HNEAP_RS03470	hypothetical protein	HNEAP_RS03470 hypothetical protein	382	275
HNEAP_RS03475	HNEAP_RS03475	hypothetical protein	HNEAP_RS03475 hypothetical protein	227	193
HNEAP_RS03485	HNEAP_RS03485	DUF924 domain-containing protein	HNEAP_RS03485 DUF924 domain-containing protein	238	230
HNEAP_RS03490	HNEAP_RS03490	diguanylate cyclase	HNEAP_RS03490 diguanylate cyclase	433	376
HNEAP_RS03495	HNEAP_RS03495	NAD(P)/FAD-dependent oxidoreductase	HNEAP_RS03495 NAD(P)/FAD-dependent oxidoreductase	2138	1896
HNEAP_RS03500	HNEAP_RS03500	hypothetical protein	HNEAP_RS03500 hypothetical protein	780	658
HNEAP_RS03505	HNEAP_RS03505	DUF883 domain-containing protein	HNEAP_RS03505 DUF883 domain-containing protein	239	193
HNEAP_RS03525	HNEAP_RS03525	EVE domain-containing protein	HNEAP_RS03525 EVE domain-containing protein	416	323
HNEAP_RS03530	HNEAP_RS03530	5-formyltetrahydrofolate cyclo-ligase	HNEAP_RS03530 5-formyltetrahydrofolate cyclo-ligase	515	388
HNEAP_RS03535	HNEAP_RS03535	S-adenosylmethionine-dependent methyltransferase	HNEAP_RS03535 S-adenosylmethionine-dependent methyltransferase	870	743
HNEAP_RS03545	HNEAP_RS03545	RNA polymerase sigma factor RpoE	HNEAP_RS03545 RNA polymerase sigma factor RpoE	110	111
HNEAP_RS03550	HNEAP_RS03550	hypothetical protein	HNEAP_RS03550 hypothetical protein	369	300
HNEAP_RS03555	HNEAP_RS03555	hypothetical protein	HNEAP_RS03555 hypothetical protein	91	83
HNEAP_RS03560	HNEAP_RS03560	hypothetical protein	HNEAP_RS03560 hypothetical protein	1192	916
HNEAP_RS03565	HNEAP_RS03565	positive regulator of sigma E  RseC/MucC	HNEAP_RS03565 positive regulator of sigma E  RseC/MucC	38	48
HNEAP_RS03575	HNEAP_RS03575	hypothetical protein	HNEAP_RS03575 hypothetical protein	949	782
HNEAP_RS03580	HNEAP_RS03580	flagellar motor switch protein FliM	HNEAP_RS03580 flagellar motor switch protein FliM	1821	1499
HNEAP_RS03585	HNEAP_RS03585	flagellar motor switch protein FliN	HNEAP_RS03585 flagellar motor switch protein FliN	809	664
HNEAP_RS03595	HNEAP_RS03595	flagellar biosynthetic protein FliP	HNEAP_RS03595 flagellar biosynthetic protein FliP	1413	1200
HNEAP_RS03600	HNEAP_RS03600	flagellar biosynthetic protein FliQ	HNEAP_RS03600 flagellar biosynthetic protein FliQ	237	194
HNEAP_RS03605	HNEAP_RS03605	flagellar biosynthetic protein FliR	HNEAP_RS03605 flagellar biosynthetic protein FliR	843	674
HNEAP_RS03610	HNEAP_RS03610	flagellar biosynthesis protein FlhB	HNEAP_RS03610 flagellar biosynthesis protein FlhB	1567	1259
HNEAP_RS03620	HNEAP_RS03620	flagellar biosynthesis protein FlhF	HNEAP_RS03620 flagellar biosynthesis protein FlhF	1294	1127
HNEAP_RS03625	HNEAP_RS03625	MinD/ParA family protein	HNEAP_RS03625 MinD/ParA family protein	9	8
HNEAP_RS03630	HNEAP_RS03630	RNA polymerase sigma factor FliA	HNEAP_RS03630 RNA polymerase sigma factor FliA	1915	1716
HNEAP_RS03635	HNEAP_RS03635	chemotaxis protein CheY	HNEAP_RS03635 chemotaxis protein CheY	309	269
HNEAP_RS03640	HNEAP_RS03640	hypothetical protein	HNEAP_RS03640 hypothetical protein	393	367
HNEAP_RS03645	HNEAP_RS03645	chemotaxis protein CheA	HNEAP_RS03645 chemotaxis protein CheA	2313	2002
HNEAP_RS03650	HNEAP_RS03650	chemotaxis response regulator protein-glutamate methylesterase	HNEAP_RS03650 chemotaxis response regulator protein-glutamate methylesterase	1131	1015
HNEAP_RS03655	HNEAP_RS03655	ParA family protein	HNEAP_RS03655 ParA family protein	732	632
HNEAP_RS03660	HNEAP_RS03660	hypothetical protein	HNEAP_RS03660 hypothetical protein	2384	1925
HNEAP_RS03665	HNEAP_RS03665	hypothetical protein	HNEAP_RS03665 hypothetical protein	139	93
HNEAP_RS03670	HNEAP_RS03670	DUF2802 domain-containing protein	HNEAP_RS03670 DUF2802 domain-containing protein	264	313
HNEAP_RS03675	HNEAP_RS03675	DUF3488 domain-containing protein	HNEAP_RS03675 DUF3488 domain-containing protein	2162	1804
HNEAP_RS03680	HNEAP_RS03680	DUF58 domain-containing protein	HNEAP_RS03680 DUF58 domain-containing protein	2573	2166
HNEAP_RS03685	HNEAP_RS03685	AI-2E family transporter	HNEAP_RS03685 AI-2E family transporter	262	202
HNEAP_RS03695	HNEAP_RS03695	hypothetical protein	HNEAP_RS03695 hypothetical protein	715	599
HNEAP_RS03700	HNEAP_RS03700	hypothetical protein	HNEAP_RS03700 hypothetical protein	173	125
HNEAP_RS03705	HNEAP_RS03705	phosphatase	HNEAP_RS03705 phosphatase	620	601
HNEAP_RS03710	HNEAP_RS03710	hypothetical protein	HNEAP_RS03710 hypothetical protein	365	355
HNEAP_RS03715	HNEAP_RS03715	peptidyl-prolyl cis-trans isomerase	HNEAP_RS03715 peptidyl-prolyl cis-trans isomerase	922	724
HNEAP_RS03725	HNEAP_RS03725	DUF2069 domain-containing protein	HNEAP_RS03725 DUF2069 domain-containing protein	921	737
HNEAP_RS03730	HNEAP_RS03730	NAD(P)H:quinone oxidoreductase	HNEAP_RS03730 NAD(P)H:quinone oxidoreductase	4	9
HNEAP_RS03735	HNEAP_RS03735	TlpA family protein disulfide reductase	HNEAP_RS03735 TlpA family protein disulfide reductase	691	601
HNEAP_RS03740	HNEAP_RS03740	hypothetical protein	HNEAP_RS03740 hypothetical protein	968	849
HNEAP_RS03745	HNEAP_RS03745	TolC family protein	HNEAP_RS03745 TolC family protein	1250	1061
HNEAP_RS03750	HNEAP_RS03750	hypothetical protein	HNEAP_RS03750 hypothetical protein	1538	1250
HNEAP_RS03755	HNEAP_RS03755	N-acetylglutaminylglutamine amidotransferase	HNEAP_RS03755 N-acetylglutaminylglutamine amidotransferase	855	752
HNEAP_RS03760	HNEAP_RS03760	FAD-dependent oxidoreductase	HNEAP_RS03760 FAD-dependent oxidoreductase	1338	1137
HNEAP_RS03770	HNEAP_RS03770	PTS mannose transporter subunit IIA	HNEAP_RS03770 PTS mannose transporter subunit IIA	181	151
HNEAP_RS03775	HNEAP_RS03775	RNase adapter RapZ	HNEAP_RS03775 RNase adapter RapZ	702	559
HNEAP_RS03790	HNEAP_RS03790	ribosomal subunit interface protein	HNEAP_RS03790 ribosomal subunit interface protein	122	82
HNEAP_RS03825	HNEAP_RS03825	hypothetical protein	HNEAP_RS03825 hypothetical protein	1154	908
HNEAP_RS03835	HNEAP_RS03835	ABC transporter ATP-binding protein	HNEAP_RS03835 ABC transporter ATP-binding protein	179	170
HNEAP_RS03840	HNEAP_RS03840	ABC transporter permease	HNEAP_RS03840 ABC transporter permease	231	171
HNEAP_RS03845	HNEAP_RS03845	outer membrane lipid asymmetry maintenance protein MlaD	HNEAP_RS03845 outer membrane lipid asymmetry maintenance protein MlaD	305	277
HNEAP_RS03850	HNEAP_RS03850	TolC family protein	HNEAP_RS03850 TolC family protein	302	284
HNEAP_RS03855	HNEAP_RS03855	toluene tolerance family protein	HNEAP_RS03855 toluene tolerance family protein	317	236
HNEAP_RS03860	HNEAP_RS03860	STAS domain-containing protein	HNEAP_RS03860 STAS domain-containing protein	225	164
HNEAP_RS03900	HNEAP_RS03900	recombination protein RecR	HNEAP_RS03900 recombination protein RecR	525	443
HNEAP_RS03905	HNEAP_RS03905	PilZ domain-containing protein	HNEAP_RS03905 PilZ domain-containing protein	55	48
HNEAP_RS03910	HNEAP_RS03910	DUF1631 domain-containing protein	HNEAP_RS03910 DUF1631 domain-containing protein	3035	2380
HNEAP_RS03915	HNEAP_RS03915	glycogen synthase GlgA	HNEAP_RS03915 glycogen synthase GlgA	136	90
HNEAP_RS03920	HNEAP_RS03920	1 4-alpha-glucan-branching protein	HNEAP_RS03920 1 4-alpha-glucan-branching protein	661	555
HNEAP_RS03925	HNEAP_RS03925	glucose-1-phosphate adenylyltransferase	HNEAP_RS03925 glucose-1-phosphate adenylyltransferase	2536	2038
HNEAP_RS03930	HNEAP_RS03930	glycoside hydrolase	HNEAP_RS03930 glycoside hydrolase	2644	2093
HNEAP_RS03935	HNEAP_RS03935	4-alpha-glucanotransferase	HNEAP_RS03935 4-alpha-glucanotransferase	1919	1486
HNEAP_RS03950	HNEAP_RS03950	multidrug ABC transporter substrate-binding protein	HNEAP_RS03950 multidrug ABC transporter substrate-binding protein	2317	1967
HNEAP_RS03955	HNEAP_RS03955	ABC transporter ATP-binding protein	HNEAP_RS03955 ABC transporter ATP-binding protein	858	736
HNEAP_RS03960	HNEAP_RS03960	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03960 efflux RND transporter periplasmic adaptor subunit	1860	1486
HNEAP_RS03965	HNEAP_RS03965	RND transporter	HNEAP_RS03965 RND transporter	2828	2233
HNEAP_RS03975	HNEAP_RS03975	two-component sensor histidine kinase	HNEAP_RS03975 two-component sensor histidine kinase	2044	1617
HNEAP_RS03980	HNEAP_RS03980	DNA-binding response regulator	HNEAP_RS03980 DNA-binding response regulator	1899	1582
HNEAP_RS03985	HNEAP_RS03985	TolC family protein	HNEAP_RS03985 TolC family protein	2354	1916
HNEAP_RS03990	HNEAP_RS03990	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS03990 efflux RND transporter periplasmic adaptor subunit	1288	974
HNEAP_RS03995	HNEAP_RS03995	AcrB/AcrD/AcrF family protein	HNEAP_RS03995 AcrB/AcrD/AcrF family protein	2643	2156
HNEAP_RS04000	HNEAP_RS04000	hypothetical protein	HNEAP_RS04000 hypothetical protein	834	660
HNEAP_RS04005	HNEAP_RS04005	ABC transporter substrate-binding protein	HNEAP_RS04005 ABC transporter substrate-binding protein	1576	1316
HNEAP_RS04010	HNEAP_RS04010	nitrate ABC transporter permease	HNEAP_RS04010 nitrate ABC transporter permease	1564	1213
HNEAP_RS04015	HNEAP_RS04015	ABC transporter ATP-binding protein	HNEAP_RS04015 ABC transporter ATP-binding protein	1216	1021
HNEAP_RS04020	HNEAP_RS04020	creatininase	HNEAP_RS04020 creatininase	1392	1148
HNEAP_RS04025	HNEAP_RS04025	type III glutamate--ammonia ligase	HNEAP_RS04025 type III glutamate--ammonia ligase	2863	2288
HNEAP_RS04030	HNEAP_RS04030	nickel-responsive transcriptional regulator NikR	HNEAP_RS04030 nickel-responsive transcriptional regulator NikR	537	394
HNEAP_RS04035	HNEAP_RS04035	urea carboxylase	HNEAP_RS04035 urea carboxylase	1022	831
HNEAP_RS04040	HNEAP_RS04040	urea carboxylase	HNEAP_RS04040 urea carboxylase	857	783
HNEAP_RS04045	HNEAP_RS04045	urea carboxylase	HNEAP_RS04045 urea carboxylase	4677	3845
HNEAP_RS04060	HNEAP_RS04060	P-II family nitrogen regulator	HNEAP_RS04060 P-II family nitrogen regulator	66	52
HNEAP_RS04065	HNEAP_RS04065	glycine oxidase ThiO	HNEAP_RS04065 glycine oxidase ThiO	16	18
HNEAP_RS04075	HNEAP_RS04075	VIT family protein	HNEAP_RS04075 VIT family protein	794	642
HNEAP_RS04080	HNEAP_RS04080	hypothetical protein	HNEAP_RS04080 hypothetical protein	907	776
HNEAP_RS04085	HNEAP_RS04085	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	HNEAP_RS04085 bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	1632	1313
HNEAP_RS04090	HNEAP_RS04090	hypothetical protein	HNEAP_RS04090 hypothetical protein	463	339
HNEAP_RS04095	HNEAP_RS04095	DUF3365 domain-containing protein	HNEAP_RS04095 DUF3365 domain-containing protein	562	464
HNEAP_RS04100	HNEAP_RS04100	molybdenum ABC transporter ATP-binding protein	HNEAP_RS04100 molybdenum ABC transporter ATP-binding protein	196	166
HNEAP_RS04110	HNEAP_RS04110	molybdate ABC transporter substrate-binding protein	HNEAP_RS04110 molybdate ABC transporter substrate-binding protein	20	33
HNEAP_RS04115	HNEAP_RS04115	ModE family transcriptional regulator	HNEAP_RS04115 ModE family transcriptional regulator	1292	1179
HNEAP_RS04120	HNEAP_RS04120	hypothetical protein	HNEAP_RS04120 hypothetical protein	1109	864
HNEAP_RS04125	HNEAP_RS04125	deoxyribodipyrimidine photo-lyase	HNEAP_RS04125 deoxyribodipyrimidine photo-lyase	1776	1580
HNEAP_RS04130	HNEAP_RS04130	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS04130 efflux RND transporter periplasmic adaptor subunit	2068	1669
HNEAP_RS04135	HNEAP_RS04135	AcrB/AcrD/AcrF family protein	HNEAP_RS04135 AcrB/AcrD/AcrF family protein	4560	3851
HNEAP_RS04150	HNEAP_RS04150	CRISPR-associated endonuclease Cas2	HNEAP_RS04150 CRISPR-associated endonuclease Cas2	71	50
HNEAP_RS04155	HNEAP_RS04155	type I-C CRISPR-associated endonuclease Cas1	HNEAP_RS04155 type I-C CRISPR-associated endonuclease Cas1	1519	1206
HNEAP_RS04165	HNEAP_RS04165	type II toxin-antitoxin system PemK/MazF family toxin	HNEAP_RS04165 type II toxin-antitoxin system PemK/MazF family toxin	144	115
HNEAP_RS04170	HNEAP_RS04170	CRISPR-associated protein Cas4	HNEAP_RS04170 CRISPR-associated protein Cas4	1135	920
HNEAP_RS04175	HNEAP_RS04175	type I-C CRISPR-associated protein Cas7/Csd2	HNEAP_RS04175 type I-C CRISPR-associated protein Cas7/Csd2	860	731
HNEAP_RS04180	HNEAP_RS04180	type I-C CRISPR-associated protein Cas8c/Csd1	HNEAP_RS04180 type I-C CRISPR-associated protein Cas8c/Csd1	2731	2329
HNEAP_RS04185	HNEAP_RS04185	type I-C CRISPR-associated protein Cas5	HNEAP_RS04185 type I-C CRISPR-associated protein Cas5	558	478
HNEAP_RS04190	HNEAP_RS04190	CRISPR-associated helicase/endonuclease Cas3	HNEAP_RS04190 CRISPR-associated helicase/endonuclease Cas3	3591	3000
HNEAP_RS04195	HNEAP_RS04195	addiction module antidote protein  HigA family	HNEAP_RS04195 addiction module antidote protein  HigA family	84	61
HNEAP_RS04200	HNEAP_RS04200	hypothetical protein	HNEAP_RS04200 hypothetical protein	280	235
HNEAP_RS04205	HNEAP_RS04205	gamma-glutamyltransferase family protein	HNEAP_RS04205 gamma-glutamyltransferase family protein	3328	2809
HNEAP_RS04210	HNEAP_RS04210	C4-dicarboxylate ABC transporter	HNEAP_RS04210 C4-dicarboxylate ABC transporter	2232	1836
HNEAP_RS04215	HNEAP_RS04215	C4-dicarboxylate ABC transporter permease	HNEAP_RS04215 C4-dicarboxylate ABC transporter permease	2103	1740
HNEAP_RS04220	HNEAP_RS04220	C4-dicarboxylate ABC transporter	HNEAP_RS04220 C4-dicarboxylate ABC transporter	1653	1384
HNEAP_RS04225	HNEAP_RS04225	Lrp/AsnC family transcriptional regulator	HNEAP_RS04225 Lrp/AsnC family transcriptional regulator	827	700
HNEAP_RS04230	HNEAP_RS04230	GntR family transcriptional regulator	HNEAP_RS04230 GntR family transcriptional regulator	404	346
HNEAP_RS04235	HNEAP_RS04235	hypothetical protein	HNEAP_RS04235 hypothetical protein	1265	1075
HNEAP_RS04240	HNEAP_RS04240	allantoinase PuuE	HNEAP_RS04240 allantoinase PuuE	1624	1243
HNEAP_RS04245	HNEAP_RS04245	OHCU decarboxylase	HNEAP_RS04245 OHCU decarboxylase	374	330
HNEAP_RS04250	HNEAP_RS04250	ABC transporter ATP-binding protein	HNEAP_RS04250 ABC transporter ATP-binding protein	2255	2026
HNEAP_RS04255	HNEAP_RS04255	ABC transporter permease	HNEAP_RS04255 ABC transporter permease	1253	1113
HNEAP_RS04260	HNEAP_RS04260	ABC transporter permease	HNEAP_RS04260 ABC transporter permease	1414	1157
HNEAP_RS04265	HNEAP_RS04265	8-oxoguanine deaminase	HNEAP_RS04265 8-oxoguanine deaminase	1994	1570
HNEAP_RS04270	HNEAP_RS04270	nucleoside deaminase	HNEAP_RS04270 nucleoside deaminase	650	499
HNEAP_RS04275	HNEAP_RS04275	uracil phosphoribosyltransferase	HNEAP_RS04275 uracil phosphoribosyltransferase	1142	902
HNEAP_RS04280	HNEAP_RS04280	cytosine deaminase	HNEAP_RS04280 cytosine deaminase	1936	1541
HNEAP_RS04285	HNEAP_RS04285	DUF3225 domain-containing protein	HNEAP_RS04285 DUF3225 domain-containing protein	702	560
HNEAP_RS04290	HNEAP_RS04290	AtzE family amidohydrolase	HNEAP_RS04290 AtzE family amidohydrolase	2670	2194
HNEAP_RS04295	HNEAP_RS04295	DUF4089 domain-containing protein	HNEAP_RS04295 DUF4089 domain-containing protein	72	55
HNEAP_RS04300	HNEAP_RS04300	cysteine hydrolase	HNEAP_RS04300 cysteine hydrolase	367	307
HNEAP_RS04305	HNEAP_RS04305	ABC transporter ATP-binding protein	HNEAP_RS04305 ABC transporter ATP-binding protein	3865	3275
HNEAP_RS04310	HNEAP_RS04310	cysteine hydrolase	HNEAP_RS04310 cysteine hydrolase	1164	939
HNEAP_RS04315	HNEAP_RS04315	ABC transporter permease	HNEAP_RS04315 ABC transporter permease	1381	1232
HNEAP_RS04320	HNEAP_RS04320	ABC transporter permease	HNEAP_RS04320 ABC transporter permease	1406	1229
HNEAP_RS04325	HNEAP_RS04325	BMP family ABC transporter substrate-binding protein	HNEAP_RS04325 BMP family ABC transporter substrate-binding protein	1774	1434
HNEAP_RS04330	HNEAP_RS04330	hypothetical protein	HNEAP_RS04330 hypothetical protein	204	180
HNEAP_RS04335	HNEAP_RS04335	GntR family transcriptional regulator	HNEAP_RS04335 GntR family transcriptional regulator	947	756
HNEAP_RS04340	HNEAP_RS04340	hypothetical protein	HNEAP_RS04340 hypothetical protein	1607	1351
HNEAP_RS04345	HNEAP_RS04345	nucleoside deaminase	HNEAP_RS04345 nucleoside deaminase	914	791
HNEAP_RS04355	HNEAP_RS04355	xanthine dehydrogenase molybdopterin binding subunit	HNEAP_RS04355 xanthine dehydrogenase molybdopterin binding subunit	2689	2089
HNEAP_RS04360	HNEAP_RS04360	xanthine dehydrogenase small subunit	HNEAP_RS04360 xanthine dehydrogenase small subunit	3013	2463
HNEAP_RS04365	HNEAP_RS04365	hydroxyisourate hydrolase	HNEAP_RS04365 hydroxyisourate hydrolase	485	348
HNEAP_RS04370	HNEAP_RS04370	amidase	HNEAP_RS04370 amidase	1573	1319
HNEAP_RS04375	HNEAP_RS04375	sulfite exporter TauE/SafE family protein	HNEAP_RS04375 sulfite exporter TauE/SafE family protein	1205	1014
HNEAP_RS04380	HNEAP_RS04380	alanine--glyoxylate aminotransferase family protein	HNEAP_RS04380 alanine--glyoxylate aminotransferase family protein	2128	1794
HNEAP_RS04385	HNEAP_RS04385	allantoate amidohydrolase	HNEAP_RS04385 allantoate amidohydrolase	1268	1088
HNEAP_RS04390	HNEAP_RS04390	regulator of ribonuclease activity A	HNEAP_RS04390 regulator of ribonuclease activity A	877	764
HNEAP_RS04395	HNEAP_RS04395	adenosine deaminase	HNEAP_RS04395 adenosine deaminase	2009	1714
HNEAP_RS04400	HNEAP_RS04400	BMP family ABC transporter substrate-binding protein	HNEAP_RS04400 BMP family ABC transporter substrate-binding protein	2014	1690
HNEAP_RS04405	HNEAP_RS04405	hypothetical protein	HNEAP_RS04405 hypothetical protein	811	624
HNEAP_RS04410	HNEAP_RS04410	formamidase	HNEAP_RS04410 formamidase	2563	2056
HNEAP_RS04415	HNEAP_RS04415	amino acid ABC transporter ATP-binding protein	HNEAP_RS04415 amino acid ABC transporter ATP-binding protein	1268	1087
HNEAP_RS04440	HNEAP_RS04440	oxygen-independent coproporphyrinogen III oxidase	HNEAP_RS04440 oxygen-independent coproporphyrinogen III oxidase	1201	975
HNEAP_RS04445	HNEAP_RS04445	hypothetical protein	HNEAP_RS04445 hypothetical protein	552	500
HNEAP_RS04450	HNEAP_RS04450	ABC transporter ATP-binding protein	HNEAP_RS04450 ABC transporter ATP-binding protein	500	464
HNEAP_RS04455	HNEAP_RS04455	ABC transporter permease	HNEAP_RS04455 ABC transporter permease	511	507
HNEAP_RS04460	HNEAP_RS04460	collagenase-like protease	HNEAP_RS04460 collagenase-like protease	3195	2580
HNEAP_RS04465	HNEAP_RS04465	EAL domain-containing protein	HNEAP_RS04465 EAL domain-containing protein	616	494
HNEAP_RS04470	HNEAP_RS04470	DUF202 domain-containing protein	HNEAP_RS04470 DUF202 domain-containing protein	147	121
HNEAP_RS04480	HNEAP_RS04480	translesion error-prone DNA polymerase V subunit UmuC	HNEAP_RS04480 translesion error-prone DNA polymerase V subunit UmuC	925	826
HNEAP_RS04485	HNEAP_RS04485	cation acetate symporter	HNEAP_RS04485 cation acetate symporter	874	726
HNEAP_RS04490	HNEAP_RS04490	DUF485 domain-containing protein	HNEAP_RS04490 DUF485 domain-containing protein	132	109
HNEAP_RS04495	HNEAP_RS04495	MoxR family ATPase	HNEAP_RS04495 MoxR family ATPase	1086	813
HNEAP_RS04500	HNEAP_RS04500	hypothetical protein	HNEAP_RS04500 hypothetical protein	1868	1432
HNEAP_RS04505	HNEAP_RS04505	hypothetical protein	HNEAP_RS04505 hypothetical protein	275	235
HNEAP_RS04520	HNEAP_RS04520	Xaa-Pro aminopeptidase	HNEAP_RS04520 Xaa-Pro aminopeptidase	571	506
HNEAP_RS04525	HNEAP_RS04525	hypothetical protein	HNEAP_RS04525 hypothetical protein	548	413
HNEAP_RS04540	HNEAP_RS04540	hypothetical protein	HNEAP_RS04540 hypothetical protein	502	422
HNEAP_RS04550	HNEAP_RS04550	phosphate starvation-inducible protein PsiE	HNEAP_RS04550 phosphate starvation-inducible protein PsiE	111	91
HNEAP_RS04565	HNEAP_RS04565	microcompartments protein	HNEAP_RS04565 microcompartments protein	267	276
HNEAP_RS04570	HNEAP_RS04570	hypothetical protein	HNEAP_RS04570 hypothetical protein	301	290
